oznaka,naziv,naselje,opcina,zupanija,klasifikacija,status,vrijeme_nastanka
Z-7363,Župna crkva sv. Martina biskupa,Dugo Selo,DUGO SELO,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1900. god.
Z-2834,Crkva sv. Arhangela Mihajla i Gavrila,Bolč,FARKAŠEVAC,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-2071,Crkva sv. Jakova,Ivanić-Grad,IVANIĆ-GRAD,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1572,Crkva sv. Maksimilijana i župni dvor,Posavski Bregi,IVANIĆ-GRAD,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1815. god.
Z-1890,Crkva sv. Margarete,Gornja Kupčina,JASTREBARSKO,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-1882,Crkva sv. Pavla,Pavlovčani,JASTREBARSKO,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-1453,Franjevački samostan s crkvom Uznesenja Blažene Djevice Marije,Jastrebarsko,JASTREBARSKO,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 18. st.
Z-1886,Crkva Rođenja Blažene Djevice Marije,Novo Selo Okićko,KLINČA SELA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 19. st.
Z-2250,Franjevački samostan i crkva sv. Ivana Krstitelja,Kloštar Ivanić,KLOŠTAR IVANIĆ,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-1777,Crkva sv. Mihovila,Gornje Prekrižje,KRAŠIĆ,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-2067,Kompleks dvora i kapele sv. Marije,Strmac Pribićki,KRAŠIĆ,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st. do 20. st.
Z-6181,Kapela sv. Križa u Križu Brdovečkom,Marija Gorica,MARIJA GORICA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-2631,Crkva sv. Martina sa župnim dvorom,Jamnica Pisarovinska,PISAROVINA,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-1723,Crkva Uznesenja Blažene Djevice Marije (sv. Ladislava),Pokupsko,POKUPSKO,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-3991,Crkva sv. Majke Božje Lauretanske,Pogančec,PRESEKA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-3765,Crkva sv. Katarine,Hrebine,PUŠĆA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-1454,Crkva sv. Martina pod Okićem,Sveti Martin Pod Okićem,SAMOBOR,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 19. st.
Z-1583,Kapela sv. Petronile,Budinjak,SAMOBOR,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1827. god.
Z-1459,Crkva Presvetog Trojstva,Sveta Nedelja,SVETA NEDELJA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
Z-1878,Crkva Sedam žalosti Blažene Djevice Marije,Prepolno,SVETI IVAN ZELINA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1807. god.
Z-2769,Crkva sv. Ane,Donja Zelina,SVETI IVAN ZELINA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-2063,Crkva sv. Jelene,Sveta Helena,SVETI IVAN ZELINA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-2833,Crkva sv. Jurja,Gornje Psarjevo,SVETI IVAN ZELINA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1860. god.
Z-1885,Kapela sv. Petra,Novo Mjesto,SVETI IVAN ZELINA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 20. st.
Z-3716,Kip sv. Antuna Padovanskog,Sveti Ivan Zelina,SVETI IVAN ZELINA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1822. god.
Z-4070,Crkva Gospe Snježne,Dubranec,VELIKA GORICA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-5499,Crkva Ranjenog Isusa,Velika Gorica,VELIKA GORICA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,1757. god. do 1896. god.
Z-2911,Crkva sv. Ivana Krstitelja,Buševec,VELIKA GORICA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-7370,Poklonac Tužnoga Krista,Ščitarjevo,VELIKA GORICA,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 20. st.
Z-4250,Stari župni dvor,Staro Čiće,VELIKA GORICA,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1831. god.
Z-3654,Grobnica obitelji d’Havlin i de Piennes,Vrbovec,VRBOVEC,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1912. st.
Z-3163,Kapela Uznesenja Blažene Djevice Marije i ostaci dvorca,Gornji Tkalec,VRBOVEC,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-1893,Crkva Majke Božje Žalosne,Kostanjevac,ŽUMBERAK,Zagrebačka,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 19. st.
Z-1887,"Crkva sv. Nikole sa župnim dvorom, gospodarskom zgradom i pilom",Žumberak,ŽUMBERAK,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,16. st. do 19. st.
Z-5702,Grkokatolička crkva sv. Petra i Pavla i katolička kapela Uznesenja Blažene Djevice Marije,Sošice,ŽUMBERAK,Zagrebačka,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
RST-0617-1971.,Crkva sv. Luke,Uzdolje,BISKUPIJA,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,9. god.
Z-4299,Crkva sv. Trojice,Biskupija,BISKUPIJA,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st. do 19. st.
Z-3662,Crkva Bogorodičinog Pokrova,Kričke,DRNIŠ,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,19. st.
Z-5021,Ostatak turskog minareta,Drniš,DRNIŠ,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-6039,Crkva sv. Georgija,Radučić,ERVENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-6141,Crkva sv. Proroka Ilije,Oton,ERVENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-2548,Crkva sv. Ilije,Parčić,KISTANJE,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 13. st.
RST-0298-1965.,Kompleks manastira sv. Arhanđela Mihaila (Manastir Krka),Kistanje,KISTANJE,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,18. god. do 19. god.
Z-4376,Crkva i samostan sv. Ante,Knin,KNIN,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,17. st. do 20. st.
Z-6190,Crkva sv. Georgija,Plavno,KNIN,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-6017,Crkva sv. Jovana Krstitelja,Strmica,KNIN,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-5951,Crkva sv. Stefana,Golubić,KNIN,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-2546,Crkva sv. Marije,Kornati,MURTER - KORNATI,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 12. st.
Z-2547,Gospina crkva,Kornati,MURTER - KORNATI,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,1560. god.
Z-3760,Crkva sv. Jurja,Primošten,PRIMOŠTEN,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 20. st.
Z-5019,Crkva sv. Ivana Trogirskog,Ražanj,ROGOZNICA,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 18. st.
Z-2057,Crkva Male Gospe,Gradac,RUŽIĆ,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,11. god. do 20. god.
Z-5619,Crkva i samostan Majke od Milosti na Visovcu,Dubravice,SKRADIN,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,1345. god. do 1911. god.
Z-5128,Crkva sv. Kate,Dubravice,SKRADIN,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
RST-0717-1973.,Kompleks crkve sv. Bartula i ranokršćanske bazilike,Ždrapanj,SKRADIN,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 13. st.
Z-2825,Crkva sv. Roka,Jezera,TISNO,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-2817,Župni dvor,Tisno,TISNO,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,19. st.
RST-0464-1970.,Stara župna crkva,Tribunj,TRIBUNJ,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,16. st.
Z-4377,Crkva sv. Jurja Mučenika,Unešić,UNEŠIĆ,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,6. st. do 18. st.
Z-5507,Crkva Gospe Srimske,Srima,VODICE,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 13. st.
Z-3326,Crkva Gospina Porođenja,Prvić Luka,VODICE,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 19. st.
Z-4658,Crkva sv. Jurja,Čista Velika,VODICE,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st.
Z-4657,Crkva sv. Križa,Vodice,VODICE,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-2018,Biskupska palača,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-2551,Crkva Gospe od Griblja,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 14. st.
Z-5429,Crkva Gospe od Vrhpolja,Vrpolje,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-2030,Crkva Svih Svetih,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st. do 16. st.
Z-2039,Crkva i samostan sv. Frane,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 20. st.
Z-2038,Crkva i samostan sv. Lovre,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. god. do 18. god.
Z-2014,Crkva sv. Ane i groblje,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 17. st.
Z-2037,Crkva sv. Antuna Opata (crkva sv. Krševana),Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,12. st. do 18. st.
Z-2032,Crkva sv. Ivana,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,14. st. do 16. st.
Z-2033,Crkva sv. Julijana,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,13. st. do 16. st.
Z-6474,Crkva sv. Jurja,Danilo Biranj,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,
Z-5201,Crkva sv. Križa,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st. do 18. st.
Z-2031,Crkva sv. Mare,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 18. st.
Z-5618,Crkva sv. Margarete,Jadrtovac,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. st.
Z-5202,Crkva sv. Nikole,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,17. st.
Z-2560,Crkva sv. Petra s okolnim grobljem,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 13. st.
Z-5506,Crkva sv. Silvestra,Donje Polje,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,12. st. do 13. st.
Z-2029,Katedrala sv. Jakova,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,1431. god. do 1535. god.
Z-2007,Nova crkva s dvoranom bratovštine,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,15. st. do 18. st.
Z-6227,Ostaci kaštela i crkva sv. Ivana,Vrpolje,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,15. st.
Z-2564,Samostan i crkva sv. Luce,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st. do 19. st.
Z-6812,Sklop nekadašnjega benediktinskog samostana sv. Katarine,Šibenik,ŠIBENIK,Šibensko-kninska,sakralno-profana graditeljska baština,zaštićeno kulturno dobro,14. st.
Z-2012,Varoška crkva,Šibenik,ŠIBENIK,Šibensko-kninska,sakralna graditeljska baština,zaštićeno kulturno dobro,18. god. do 19. god.
